集;Gather         ;When the hunter-gatherers come by; these particularly smart turkeys flee to the tops of the trees;
柔;Gentle         ;A spear is far too gentle an implement to cut down a tree - you need something much heavier duty than that!;;
鬼;Ghost         ;This is not really a ghost; but rather a zombie: zombies obviously prefer a drop of brains for their meals; but if that's not available they will settle for human legs or elbows - any sort of joint
给;Give         ;If your loved one uses some thread to repair your clothes; make sure you meet your mouth with theirs to give them some thanks!;
还;Give back         ;You give back to the community by building a new road linking your village with the rest of China. Until it's done, a big "NO" sign warns drivers not to go up it.;;
愁;Gloomy         ;This character depicts someone with seasonal mood disorder - with bright summer over; the gloomy autumn sends their heart into a gloomy mood;
荣;Glory         ;You're growing a purple Glory Tree inside your greenhouse - it's truly glorious; but growing so big that it's almost reached the roof. Perhaps it's time to take it outside; so it can glory in the direct sunlight?
返;Go back         ;When you decide to turn around and go back the way you came on the road you are naturally going against the drag of the crowd;;
游;Go swimming         ;You were going to go swimming in the local pool, but you arrive to find it full of screaming children: the banner reads "Lil Mikey's Birthday Party". You can't get have any fun in the water with that going on!;;
神;Gods         ;This is Zeus' latest purchase for Mount Olympus: an altar in the shape of a monkey head. Not in the best of taste...;;
幸;Good fortune         ;With good fortune; a single brush stroke can turn an amazingly spicy pepper into an agreeable condiment.;
艳;Gorgeous         ;Gorgeous women get to engage in plentiful colourful sex acts;;
府;Government office         ;Working in a government office is boring; and the working conditions may be no better than a cave; but at least you know that you will always be paid on time
抓;Grab         ;Lost in the wilderness; you've been reduced to fighting with the local animals for food. Here; you are grabbing a tasty morsel of roadkill by snatching it with your fingers from the claws of a vulture
渐;Gradually         ;Water has the a gradual means of hewing a great canyon into the rock: over millions of years it gradually erodes a channel; so eventually it looks like a great tomahawk has been gradually pulled through the land;
雄;Grand         ;As part of your job in the embassy to Turkeyland; you are sometimes required to entertain grand visitors from the country. At the attendant dinners; you have to mind your manners by keeping your elbows off the table and by your side
颗;Granule         ;The granules are the individual seeds/pollen at the head of every sheaf of rice in this rice field - the fruit of its loins!;;
伟;Great         ;Chuck Norris is a great person: he took on the worlds greatest briar patch head on; attacking it with shears; and only minutes later it was demolished - never again to destroy someones tanned hide jacket!
迎;Greet         ;The stamp collectors are waiting to greet the mailman as he arrives on their road: "got any interesting ones for me, Joe"?;;
研;Grind away         ;You use your two hands to grind away at your grain on the millstone; turning it into a fine powder for flower;
罪;Guilt         ;Guilty as charged; in the eye of the law. I'm sending you to a jail cell!;
枪;Gun         ;These particularly stupid criminals are using guns to hold up a lumberyard (tree storehouse) rather than the bank next door.;;
屋;Habitation         ;Until you find something better; you've set up your habitation draped a cozy layering of American flags on the street;
康;Hale         ;This recluse stays hale and hearty despite living in a cave miles from civilization; being as thin as a rake and drinking only snowflakes;
停;Halt         ;The only person powerful enough to halt the revolution of this revolving restaurant pavilion is - you guessed it - Chuck Norris;;
庄;Hamlet         ;Hobbiton is a small hamlet built entirely of caves concealed under a thin layer of soil; for insulation and concealment;
汉;Han         ;If you stand at the water on the right hand side of China and look back; all the land you see is ruled by the Han;
挂;Hang         ;How is this ninja hanging from the ceiling? He has stuffed his fingers into the crevices of the bricks on either side of the room and is stretched taught between them.;;
福;Happiness         ;True happiness derives from the spiritual wealth that comes of worshiping at an altar;;
硬;Hard         ;These rocks are even more hard and uncomfortable to sleep on than I remember...;;
和;Harmony         ;People could live in peace and harmony if only they could always fill their bellies by stuffing their mouths full of plentiful wild rice - it is a shortage of food that leads to wars!;;
须;Have to         ;You have to see this! Someone has a rooster tail growing out of the front of their head; and is clucking like a chicken; scratching around on the ground for worms!
鹰;Hawk         ;This shows birdman in his secret bird-cave with his sidekick; Hawk;
头;Head         ;The head of a St. Bernard dog carved out of ice - how adorable!;;
健;Healthy         ;How does Chuck Norris stay so healthy? The secret is that he builds himself up with a diet of the flesh of his vanquished enemies;;
闻;Hear         ;Along with the gate's giant mouth that asks riddles before it will let you through; there is of course a giant set of ears ready to hear your answer.;
重;Heavy         ;An extraordinarily heavy computer; that weighed more than a thousand times what a computer does nowadays (as well as being a thousand times as slow...);
跟;Heel         ;This flashy pirate has made the heel of their wooden leg out of silver; ensuring increased durability. Will anyone else follow this trend?;
麻;Hemp         ;If you're lying on your bed smoking hemp and start to see double it means that it's time to stop!;;
斩;Hew         ;The native americans waiting by the road fall upon the car; using their tomahawks to hew open the locks and drag out the unfortunate owner;
良;High-quality         ;If something contains even a drop of silver it must be very high quality - silver is just that expensive!;;
丘;Hill         ;A row of tomahawks driven into the ground of a hill up to their heads;;
雇;Hire         ;We'll hire any old turkey that walks through the door;;
其;His-hers-its-theirs         ;A big hamper filled with clothes for his; her; them and it (the cat
史;History         ;History students used to go to school with a history book tucked under their arm. Today; they have a small talking mouth there instead which constantly tells them about history.;
揪;Hold tight         ;Your fingers hold tight to the rope of a helicopter rescuing you from a field of wild rice that has caught fire in the unusually dry autumn weather;;
穴;Hole         ;Hole in eight! By the house rules for this golf hole; that means that you win the round!;
节;Holiday         ;By the time you come back from holiday; your garden has become completely overrun: you need to go back in there and chop back the flowers before they take over completely!;
呐;Holler         ;When you holler; you open up your mouth and scream out all the rage that has been building up in your internals for months;
圣;Holy         ;Certain sects practise a holy ritual where you use your right hand to annoint your brow with soil from a holy site; bringing you closer to god.;
横;Horizontal         ;In Norse mythology; if you look horizontally at the horizon you will only see one of two things: the great world-tree; or the yellow of the horizon at the edge of the disk-world where the sun shines from.
怎;How?         ;You always planned to elope with your lover; but now your heart stops for the first time to consider how much trouble that would actually involve. You can't SAW how you could ever of thought it was a good idea! In fact; she's getting so annoying that you are tempted to take a saw to her..
但;However         ;However strong Chuck Norris is; he still has to sleep - that's why the best time to attack him is at daybreak; when he is slightly more defenceless than usual
枢;Hub         ;The commercial hub of London is the region around the oak tree where the London Stock Exchange was founded;;
彩;Hue         ;To paraphrase Henry Ford: you can pick any hue for a roosters tail; as long as it's red.;
赶;Hurry         ;Hurry up! A storm is coming in; so we won't stay dry for long if we just walk back!;
意;Idea         ;This person has just had a great idea - they are so excited at the prospect that the sound of their heart beating is clearly audible;;
齐;Identical         ;Despite being identical twins; these two grow up quite differently: one becomes a Highlander like his daddy; but the other is left on crutches for the rest of his life due to an early accident with a sporran and becomes an accountant instead.
病;Illness         ;The caveman with a hangover got even more ill after flying third class; cooped up with like cattle;
即;Immediately         ;If you want your letter to be delievered immediately; you need to pay more and get a silver stamp;
贫;Impoverished         ;After you were forced to part with a load of your shells by bandits; you were left impoverished;
括;Include         ;To include every child in a conversation at school; you can request that everyone holds their tongue until they have a finger pointed at them by the teacher;
吸;Inhale         ;This person is inhaling just before diving into a large and icy pool. Their mouth is open; sucking in air; and their hands are outstretched ready for the dive.
创;Initiate         ;This saber-wielding supervillan initiates the self-destruct sequence in the nuclear weapon storehouse of his hidden underground base.;;
疯;Insane         ;The caveman with the hangover has been driven insane by its constant pounding; and started to believe that he is the wind - he now runs around outside his cave; whistling like the wind the whole time and blowing onto passers-by
视;Inspect         ;The health inspector heard rumours of animal sacrificies being carried out in this religious cult - so he's come to see the altar and inspect it for traces of unclean Satanic ritual;;
院;Inst.         ;The Acropolis was the site of an institute that studied the Greek gods - that all finished with the fall of the Acropolis; however;
慧;Intelligent         ;This highly intelligent genetic engineer has modified these two bushes: one extrudes wonderfull; fully-functional brooms instead of leaves; and the other produces artificial wooden hearts which work just as well as the real thing!
烈;Intense         ;The Nazis were maliciously intense about enforcing the superiority of the Aryan race - here they have lined up nonconformists and are marching them into the cooking fires; where they will be reduced to bones;
趣;Interest         ;A crowd is gathering on the other side of the street - something interesting must be going on; so you walk over there to take a look;
内;Internal         ;A seat belt keeps a person internal to the vehicle; rather than external and splattered all over the road;
间;Interval         ;Because the interval between suns is so large; the star-gates were created to help bridge them.;
请;Invite         ;You invited a few friends round for some drinks at your house; but the words got out and telescoped out of control! Now you have a full blown house party going on; and none of your words are helping to move the resulting mound of grown-up flesh from the house.
铁;Iron         ;Iron is a metal that gradually becomes lost due to oxidation and rust;;
岛;Island         ;A mountain in the ocean that birds can rest on when they are crossing it. The island is covered by a mountain of guano (eww!).;;
职;Job         ;You are hoping to get a job at a freak show as the exhibit next to the huge mouth with animal legs by showing off your curiously deformed and bloated ears as the only ones of their kind;;
喜;Joyful         ;This is a joyful "songs of praise" style event. The church is filled with the sound of many mouths and a strong drum beat.;;
刚;Just now         ;The messenger runs breathlessly up the ridge of a hill to the commanders of the army to tell them that just now Major Fothringay was run through by his own saber! Most unsporting!;;
杀;Kill         ;You kill someone by impaling them on a pole; and then hide the corpse under a pile of sheaves;
恩;Kindness         ;What causes you to perform acts of kindness? The heart; of course!;
厨;Kitchen         ;Umm.. what happened to the kitchen? It fell off a cliff?? Wow; yes - I can see the table at the bottom of the cliff. What are we going to do now? Fetch it up and glue it back together again; I suppose...
揉;Knead         ;A massage: fingers gently kneading your back;;
知;Know         ;I should know - after all; I went to Dartmouth!;
博;Knowledgeable         ;Noone is more knowledgeable about how to inflict pain than Fu Manchu; who uses his Chinese-inch long needles to inflict agony on his victims.;
陆;Land         ;Standing on the pinnacle of the mountain; all the earth you can see around you is part of the land you own.;
巷;Lane         ;The lanes of this road are marked in an unusual way: there is a giant snakeskin tube encasing each lane; keeping each lane of traffic together. Unfortunately; it is rather dark and smelly in the tubes..
笑;Laugh (v.)         ;You have to laugh: I met my early death by impaling myself on a bamboo fence in ridiculous circumstances;;
律;Law         ;Those who have had a brush with the law queue up in front of the courthouse to await their trial;;
靠;Lean on         ;The cow with the huge mouth is secretely a resistance member: she leans of the door of your jail cell to break you free! "Quickly, get away while you can!" she declares.;;
革;Leather         ;Would you be interested in buying this fine leather jacket? As you can see; it has fine needlework; and twenty button holes (mouthes). I'll sell it to you for the price of feeding twenty mouths for a year...
腿;Leg         ;The leg is the part of your body that lets you retreat in good time - if you like; you have it away on your thighs;
闲;Leisure         ;Imagine the gates to the Garden of Eden - the ultimate land of leisure. You're not allowed in; but if you peek through you can see trees.;
课;Lesson         ;The point of a lesson is to fill your students with words that will bear fruit for them in the future;;
坪;Level ground         ;If the earth is even and flat then you have found a spot of level ground;;
盖;Lid         ;This is a slow-cooking sheep stew. It will make a delicious dish; but you need to keep the lid on while cooking to keep the flavour in.;
生;Life         ;You started out as a tiny drop (a cell) inside your mother; but life had its way and it grew up to become you!;
举;Lift up         ;This time; the excited owls are lifting up a little thing with animal legs from  in between some corn stalks; fighting over the remains as they lift.
轻;Lightweight         ;Your wallet is feeling a bit lightweight these days; but you can reduce your petrol costs by getting a lightweight car. Such cars are perfect for car (s)pooling!;
像;Likeness         ;This epic statue shows a perfect likeness of Chuck Norris' epic battle against an elephant (Chuck won; naturally).;
亦;Likewise         ;Apples are likewise a shade of crimson. William Tell was forced to shoot a crimson apple off the head of his son after he failed to bow to Gessler's top-hat on a pole in his village. Thankfully; he managed it first time and so only needed one of his two crossbow bolts (the drops); rather than having to fire one at Gessler and hence risk being cut down by the sabers of his guards.
线;Line         ;Have you ever wondered why the floats in a parade always proceeded in a line; rather than side-by-side? The answer is that they are all attached together with a super-strong thread; being dragged by a tractor at the front!
列;Line up         ;Your skeletal warriors are lined up in ranks; sabers at the ready.;
系;Lineage         ;DNA is one long drop of miniscule floss; precisely encoding your lineage;
液;Liquid         ;Water that comes out a night: a liquid dream? I prefer the thought of moonlight so thick that it's almost liquid light spilling langorously out into the night;;
酒;Liquor         ;If you're fond of hard liquor; you'll drink from the whisky bottle like it's full of water;
听;Listen         ;If you won't listen to reason - what's coming out of my mouth - perhaps you'll listen to force - my tomahawk!;;
文;Literature         ;A Highlander wearing a tam o'shanter and kilt.;;
寂;Lonely         ;This picture refers to creepy uncle Scrooge; who lived loney and alone in a large house;
看;Look at         ;You are trying to get a better look at some object far off in the distant desert; so you lift up your hand to shield your eyes;
顾;Look Back         ;Like Lot at Sodom; if you turn your head to look back at the cliff collapsing onto a town of sinners you will be turned into a snakeskin purse;
找;Look for         ;This is another one of those fiesta games - in this one; you have to manipulate the fingers of a grabber game to get a cuddly animal as a prize.;
仰;Look up to         ;The one set of people that Chuck Norris truly looks up to is the stamp collectors. What other set of people are so dedicated and law-abiding?;;
姿;Looks         ;A woman's personality is the most important thing; and her looks secondary;
失;Lose         ;The drop falling here is the husband's toupee... he's already lost his hair once; now he's losing it again. Such is life; I suppose.
迷;Lost         ;This smart pair of fairytale children left a trail of rice grains behind them when they wandered into the woods alone so they could get back out - they just need to follow the rice road they left behind;;
低;Low         ;Those persons of low birth are forced to become tradesmen and force their calling cards on potential clients.;;
足;Lower leg         ;This pirates lower leg (from the kneecap to the foot) was taken off by the mouth of a shark and replaced with a wooden one; so now wherever he goes he leaves a trail of circular footprints;
卑;Lowly         ;Someone of lowly origins; selling their brains to make some quick cash: a needle is sucking drops of brain out of their skull; drop by drop
块;Lump         ;Like it or lump it; said the French revolutionaries: we're going to guillotine the royals and return the soil to the control of the people; whether you like it or not
堂;Main Room         ;If your budget is so limited that you can only afford a house with one main room; you better get the one with an outhouse - a true essential! Unfortunately; you'll probably get soiled by sleeping in there as well...
维;Maintain         ;You think this old car has reached the end of its thread (not line - it's even more tenuous than that). It's a real turkey now; and prohibitively expensive to maintain.;
做;Make         ;If you even so much as think about making a nuclear bomb; Chuck Norris will snap off your fingers quite deliberately; one by one
约;Make an appointment         ;This soup chef organises his kitchen around a giant thread with ladles threaded on to it - to make an appointment with the kitchen you thread the appropriately-coloured ladle onto the thread and wait.;;
男;Male         ;The only purpose of males is as a powerful source of labour for working the fields;;
妈;Mama         ;Your mama is a lovely but put-upon woman; and was always telling you to stop horsing around while she tried to do her work.;
办;Manage         ;Body builders may have great muscles but are hopeless at managing their money - the very thought makes their muscles break out in two drops of sweat;;
侯;Marquis         ;Chuck Norris is made a marquis. However; to claim his title he has to deal with the deposed former incumbent: the Marquis de Sade! Chuck takes him out with a well-aimed dart to the head; securing himself the key to the city.
婚;Marriage         ;The day of marriage is the day in this woman's life where she gets a new family name. She has her marriage in the evening; which is why the sun is low in the sky.;
妇;Married woman         ;The lot of a married woman is to wield the broom around the house;;
席;Mat         ;You've been forced to make your home in caverns due to a nuclear holocaust - but; lacking a bed; you simply sleep on a mat made of towels. Uncomfortable
料;Material         ;You have no material goods apart from this huge measuring cup full of rice (about  litres of it...);;
事;Matter         ;Just one word about this matter from your mouth and you will find this rake across it;;
饭;Meal         ;At mealtimes you eat your food against the backdrop of an TV episode or some other entertainment. Mealtimes are the only things that will drag you out of contemplation of that idea that has been eating you up!;;
肉;Meat         ;This x-ray of a cannibal shows a man whose insides are full of the meat of two people;;
药;Medicine         ;You're going to the doctors to get some medicine to treat your allergy to flowers; but first you need to make an appointment. This is quite hard when you can't stop sneezing over the phone!;
会;Meeting         ;A clever method of getting rid of incompetent employees: send them to a business meeting in a room which can be activated so that the walls... meet. Gory but effective!;;
瓜;Melon         ;If you claw at a girl's melons; she's likely to give you an elbow in the face.;
贾;Merchant         ;If you are a savvy merchant in the Old West you stand to make a bunch of clams - particularly if you are in a gold-mining area...;;
仅;Merely         ;Chuck Norris could defeat you merely using the power in his right hand;;
法;Method         ;In this outdated judicial method; witches from Salem are dunked in water until they are all gone...;
都;Metropolis         ;In the dark, futuristic metropolis of Ghost in the Shell, people can download into "puppets" which they control through telepresence, safe within the confines of the city walls.;;
奶;Milk         ;This homely woman is milking a cow; her fist wrapped around it's teat;
交;Mingle         ;Even though your father is an old man; he still dons his top hat and goes to mingle at all the parties; trying to pick up some girls
错;Mistaken         ;In times past; we mistook gold for money. Now we know better - any piece of paper can be money!;
讽;Mock         ;Mocking the wind is no good at all: it implacably swallows up your words and swirls past you.;;
娘;Mom         ;Your mum must have been a saint (had a halo) to endure your nonsense all these years!;;
君;Monarch         ;Monarchs are like just any other overseer; but since they think they have the right of God on their side they are even bitchier and mouthier than usual;
且;Moreover         ;A stack of shelves on the ground holds a huge collection of medals and trophies. The owner is painstakingly showing you each one in turn, and when he's finally done with those he points above the shelves, saying "and there are more, over the others";;
晨;Morning         ;Bruce Lee is very much a morning person - in fact; he's up and cheerful before the sun comes up (although it eventually rises above his head; as shown in the character).
蚊;Mosquito         ;Mosquitos are principally found in Scotland; where the insects bother the highlanders to their hearts content.;
最;Most         ;You have to take the most care when you sunbathe (take in the sun) or you'll end up burnt from your ears to your crotch;;
动;Move         ;Atlas's muscles were so powerful that he could actually move the enormous cloud in which heaven was located;;
泥;Mud         ;A mud-wrestling show with a nun splashing around in the water - two fetishes combined;;
楼;Multistory building         ;This multistory building is not quite what the bride had in mind when her husband talked about a marital home - since it's just a tree with a few rude platforms lashed to it!;;
乐;Music         ;A didgeridoo musician makes sound by plowing into a truncated pole of wood which he must drag with him to all of his performances;;
得;Must         ;In Socialist Russia; you must start queuing from daybreak to buy the most simple of household items - even glue!;
互;Mutual         ;Two walls mutually leaning against each other for the benefit of both;;
述;Narrate         ;A convincing narrator is a key part of the art of making a road-trip movie that will play well in arthouse cinemas;;
近;Near         ;Native americans are hiding near the road; tomahawks at the ready; waiting to attack any car foolish enough to stop. Alternatively
否;Negate         ;Someone ate the "no" to negate it. You negate what someone is saying by slapping a "NO" symbol over it.;;
网;Net         ;I don't have a story that won't be confused with the ridge of the hill. Remember it as the expansion of the net primitive.;;
新;New         ;Sometimes you wish you could use a tomahawk to lop off your family tree and get totally new relatives!;;
报;Newspaper         ;This indie newspaper is doing manual mailouts: the fingers on the right hands of its editors are affixing stamps to the copies they send out;;
夜;Night         ;The extra stroke on the "evening" element represents the tuxedo tails on the suit with top hat that I'm wearing out with my special person this evening - we're going to have the night of our lives!;;
晚;Nightfall         ;When night falls on the forest; the sun is squeezed out by the falling night and all the fluffy white bunnies look like dark brown hares in the dim light. (Imagine the falling darkness squeezing the colour out of the rabbits).;
第;No.         ;The dollar is the No.  currency in the world today - but the Asian currencies (the bamboo currencies!) are fast catching up;;
非;Non-         ;Bars of a jail-cell; for persons engaged in non-legal activities.;
勿;Not         ;A piglet minus his head leaves a (k)notted tail;;
没;Not have         ;It's a dire situation. You are aboard a submarine being pursued by destroyers and you not have any torpedos (water missiles). It looks like you not have a chance and are doomed to a watery grave...;;
核;Nucleus         ;From the nucleus of an acorn's cells springs an entire oak tree!;;
数;Number         ;One of the advantages of being a supreme taskmaster is that you can take any number of brides for your harem;;
尼;Nun         ;Red Cross nuns sit under the Red Cross flag; spooning out food to the hungry;
观;Observe         ;This male is observing the women in the club with the air of a connisouer - he doesn't see them with his eyes but with his crotch;;
显;Obvious         ;Captain Obvious' profession is to tell people that the sun is going to rise tomorrow - despite the fact that nothing has ever been so obvious as that.;;
际;Occasion         ;This is an occasion to be remembered! A real human sacrifice on an altar here in the Acropolis! We're so lucky!;;
洋;Ocean         ;The waters of the Pasheephic Ocean;;
之;Of         ;Sign of Zorro;;
与;Offer         ;You are forced into accepting the mafiosas offer of protection at slingshot-point(ed tail);;
祭;Offer sacrifice         ;This dedicated religious nutcase offers up the flesh of his crotch as a sacrifice on the altar. When they cut it off it hurts like hell.;;
支;Offshoot         ;You slide down the branch of a pine tree; getting a load of needles stuck in your crotch. Ouch!;
常;Often         ;You've had to use the outhouse so often that you've run out of paper. Use the towel instead!;;
油;Oil         ;A technical method of extending the life of an oil field: pump sea water and a one dead field will sprout oil once more in a giant spout!;;
老;Old man         ;An old man; wondering what it's like in a grave; *sits* in a freshly dug plot.  When a gravekeeper mistakes him for dead and begins burying him with *soil*
婆;Old woman         ;Just like the old man whose ancient flesh was sent out into the lake; this old woman has outlived her usefulness and is being tossed into the waves by her ungrateful ancestors;
姐;Older sister         ;Your older sister is a frequent participant in beauty pageants and the owner of that shelf full of awards that she was showing you earlier.;;
再;Once more         ;Once more into the breach; dear friends: we can die gloriously; and have our corpses displayed to the public under glass cover ceilings before they are buried under the soil.
乎;Ooh!         ;Ooh la la! What a stylishly tilted water lily!;;
拣;Opt for         ;Walking home late at night in the rain; you opt for a rickshaw instead by sticking your fingers into the air to hail it as it drives by.;
令;Orders         ;You recieve your orders; signed with the commanders chop; after meeting with an official messenger. The seal looks genuine
嘴;Orifice         ;The mouth is the natural orifice into which you cram spoons; and if you put them in at the right angle you can sometimes get your footsteps in there too (e.g. if you put your foot in your mouth!);
孤;Orphan         ;An orphan is a child who will never know the joy of suckling on his mother's melons.;;
应;Ought to         ;Owls ought to clean up after themselves - as it is; they leave a terrible mess of owl pellets on the floor of any cave they stay in.;
统;Overall         ;By the time you're writing the overall conclusions for your report you may be tempted to relax - but you shouldn't! You still have sufficient thread to hang yourself; if you make some over-generalisation.;
双;Pair         ;Crotch to crotch is how many pairs spend their private time together...;;
爸;Papa         ;Your papa may be a crusty old man; but he's still your father!;
纸;Paper         ;A ridiculously expensive; and rather pointless; Japanese type of paper for writing letters
参;Participate         ;St. Bernards dog disqualified from participation in the olympics because his excessive elbowing of the other side during ice hockey caused the captain of the rooster team to have his tail cut off.;;
伴;Partner         ;Your business partner represents the other half of the "legal person" that is your partnership;;
逝;Pass away         ;Your unloved uncle has passed away - so you get him a discount funeral from the Quick-E-Undertakers down the road and move on;;
穿;Pass through         ;Never mind passing a camel through the eye of a needle - can you pass this walrus and his tusks through the hole in your door?;;
路;Path         ;It's easy to find which path the pirates took - you can see where each one went by looking at the distinctive diameter of the footprints left by their wooden legs;;
怪;Peculiar         ;"Peculiar" is how I would describe the state of mind of anyone who decides to become a professional holy man;;
笔;Pen         ;This is an ancient sort of pen; made from a bamboo handle and an animal-hair (fur) tip for dipping into ink.;
透;Penetrate         ;You really want to penetrate your elegant rice-farming wife; but as you are a travelling salesman and on the road at the moment you will have to find other ways to relieve yourself...;
民;People         ;Once they'd learned to properly utilize their mouths to form a language; the people of the world all adopted family names; regardless of their race
辛;Peppery         ;A spicy chilli pepper that makes your hairs stand up as straight as needles;;
演;Perform         ;If you can't perform in bed (no water-like stuff will come out) then it may be a sign that you need a traditional Chinese remedy for impotence: extract of tiger!;;
香;Perfume         ;As the sun washes over the field of wild rice; a wonderfully fragrant perfume smell begins to come out of the plants;
险;Perilous         ;The most perilous time during a hootenanny for a young girl is the pinnacle of the evening; when all the drink has been drunk and the men are belligerent and looking for someone to go home with.;
期;Period of time         ;The longest period you can go without having to wash the contents of your laundry hamper is one month. Then; the clothes within start to becomes too rank and develop their own civilization...;
哲;Philosopher         ;If someone is a philosopher; you can certainly discount anything that comes out of their mouth as it will always be drivel;
医;Physician         ;This doctor prefers to use darts instead of syringes for injections. Here; he pulls out his box of sterile darts - the child on the examination table squirms; and the doctor begins to aim the dart at him
件;Piece         ;Chuck Norris is able to eat a cow in a single bite - he doesn't even need to cut it into more than one piece!;;
拼;Piece together         ;When you piece something together; you are gingerly using your fingers to combine several things - an example is when combining the parts of a puzzle;
猪;Pig         ;A pack of wild dogs chases Pinocchio; who's trying to escape by riding on the back of a pig. See him bouncing around as they race along?;
松;Pine Tree         ;The centerpiece of this scenic public park is a pine tree with eight elbows of knobbly wood projecting from it's base that are great for climbing on;;
管;Pipe         ;Pipes can be made out of hollow bamboo stalks; and promoting this use is exactly the job of the Bamboo Marketing Board bureaucrat;
板;Plank         ;How do you make planks? By dragging a tree against a massive circular saw!;;
台;Platform         ;This is a platform on which an orator is giving a grand speech. His mouth flaps open and closed and he makes wild gestures with his elbows to illustrate his points.;;
弄;Play with         ;This represents a jolly king playing with juggling balls - his two hands toss the balls around in huge arcs.;;
丰;Plentiful         ;A row of bushes bearing plentiful fruits.;;
党;Political Party         ;Every political party is full of shit. But nobody ever says how they get that way. Well; here's your answer - a political party memer is in the outhouse; greedily chowing down on the contents inside. He's grown so accustomed to the taste that he's in all the way
虑;Ponder         ;Ponder derives from the latin "ponderare" meaning "to weigh". This character shows the kind of weighing that goes on at a Chinese medicine market, as the stallholder carefully weighs out strips of tiger heart. You, the observer, site and ponder at the useless cruelty of it all.;;
港;Port         ;A port is the terminus for a shipping lane through the water;;
份;Portion         ;You better eat your portion of food quickly; or Chuck Norrise will be sure to take it (part you from it) - all those muscles burn a ton of energy!;
粉;Powder         ;This shows a most nefarious gunpowder plot - the enemy plans to part you from your rice stores by blowing up the army supply dump!;;
按;Press down on         ;You press your finger down on the Big Red Button and destroy the peace of the world forever as you let the missiles fly!;;
价;Price         ;Anything is available for the right price - and if you have enough money; I'll be able to get you an introduction to Chuck Norris; who is powerful enough to take down whole governments - for a price
版;Printing plate         ;A thin slice of metal pressed against the paper being printed on;;
产;Products         ;Bungee jumper dressed as a pickle to advertise organic farm products; standing on the edge of a cliff;
业;Profession         ;You start your profession side-by-side with those of the same ambition; and gradually begin to stand apart from them.;
奉;Proffer         ;The farmer respectfully proffers a cornstalk bonsai tree to the god of the harvest. Unfortunately; the god is enraged at the torture of his cornstalk; and he curses the farmers cornstalks rather that proffering any help!
禁;Prohibit         ;Smoking is prohibited; and so these tobacco trees are being sacrified on the altar of public health;
护;Protect         ;Agh! Protect your fingers from the closing doo.. too late. I'm sure they can sew those back on; let me just get some ice..;
公;Public         ;At the end of the fireworks display; there is a collective dash for the public toilet - eight sets of elbows tear into you as you try and be the first in line before it all gets too grungy;
拉;Pull         ;It is well known that Ghenghis Khan liked to eat the fingers of his enemies as a snack. In story we see him sitting on his throne and pulling them out of a vase and into his mouth one by one.;;
刑;Punishment         ;In ancient times; as punishment for thievery you would have a hand cut off. This character represents that concept - a saber is about to fall on someones two hands and cut the second one off;
清;Pure         ;Pure sea water will either be a radiant blue or green; depending on the mineral content.;
逐;Pursue         ;Your unusually intellegient sows have escaped from their pen and are making a break for freedom down the road. You had better pursue them!;;
推;Push         ;You're on a visit to a turkey farm; but you become trapped in the barn because an enormously fat turkey has blocked your path. You need to use all the strength in your fingers to push it out of the way.;
质;Quality         ;The surest way to determine the quality of the shellfish served by a restaurant is to drag ten of them through various dressings and see if you can still taste the salty freshness;;
伊;Queen Elizabeth         ;Queen Elizabeth is the person who is the ultimate overseer of the British government. Alternatively; Queen Elizabeth is just a puppet queen; and her true overseer is Chuck Norris!
速;Quick         ;Jack be nimble; Jack be quick; Jack jump over the bundle in the middle of the road.
静;Quiet         ;Radio telescopes work best in the peace and quiet away from civilization where they don't have to contend with lots of ambient electromagnetic radiation.;;
兔;Rabbit         ;Floppy rabbit ears bound up to its head; a big mouth for nibbling grass; and two long legs with a single drop (the tail) make up this picture of a rabbit.
珍;Rare         ;The attendee at a museum soiree makes off with a rare jewel that is on display by hiding it in his cocktail as he walks past the guards.;;
读;Read         ;Now I've started learning to read Chinese; I try and read every set of characters I can get my hands on - even the words that are trying to sell me something; like advertising
实;Reality         ;Your ice-sculpted bust of a St Bernard dog needs to be kept inside a cool-house; away from the harsh heat of reality; or else it will melt
收;Receive         ;You recieve a cornucopia by chance and suddenly you are your own taskmaster! You can tell your old taskmaster where to stuff it.;;
认;Recognize         ;You had better recognize the power of Chuck Norris!;;
红;Red         ;A worker got smacked with an I-beam and red stuff poured everywhere; until someone came along and patched him up with some thread;
精;Refined         ;Very refined people have skin the colour of rice and blue or green blood running through their veins;;
区;Region         ;All the regions of China are required to send boxes and boxes full of wheat sheaves to the central administration as tribute;;
规;Regulations         ;In this patriarchy; the regulations stipulate that every husband must father children with at least one women who is not his wife. Heaven for some!;
较;Relatively         ;You can repeat Einstein's famous experiments about relatively fast objects by going to any place where car owners mingle (like a car show) and getting them to demonstrate the power of their engines;;
亲;Relatives         ;The best way to deal with troublesome relatives is to tie them to telephone poles standing up in the middle of the desert and leave them for a while... it worked on Spartacus; anyway. Alternatively; you could feed the weaker-hearted members a small but extremely powerful birds eye chilli pepper...
确;Reliable         ;This shows the story of the screwdriver bound up in the stone: only a truly reliable carpenter will be able to pull it out and claim the honourable title of King Carpenter!;;
济;Relieve         ;You come to relieve the guards at the port. It's a really boring job to stare out at the identical water all day long; so the guards have to be relieved often.;
宗;Religion         ;This religion worships on an altar situated in the house of GOd;;
